Year,Detail
1930,"On the final day of the regular season, a young nineteen-year-old rookie named Dizzy Dean made his Major League debut with St. Louis Cardinals surrendering just 3-hits en route to a 3-1 victory over the visiting Pittsburgh Pirates."
1930,"On March 8th, Babe Ruth signed a new two year contract for $160,000 with the New York Yankees. At $80,000 per year, ""The Sultan of Swat"" became the highest paid player of all time and earned more money than the President of the United States. In an effort to assure posterity, Yankees General Manager Ed Barrow was quoted as saying that ""No one in baseball will ever be paid more than Ruth."""
1930,"By April 29th, suspicions that the 1930 ball was the ""liveliest ever"" increase as an astounding one-hundred twenty-three runs were scored in just seven Major League games."
1930,"With no Most Valuable Player Award for the second year in a row (due to financial strains), the Associated Press polled its members and named Joe Cronin as it's unofficial American League MVP for 1930. The Baseball Writers Association named Hack Wilson the MVP of the Nationals and his team (the Chicago Cubs) presented him with the $1000 bonus. The Sporting News, also acting to fill the MVP void, announced its own selection of Bill Terry as the Most Valuable Player for the National League, and Joe Cronin for the American League."
1930,"On November 23rd, Red Badgro, a St. Louis Browns outfielder / New York Giants receiver caught his third touchdown pass of the season (against the Green Bay Packers) igniting a two-sport career that would eventually land him in the Football Hall of Fame in 1981."
1930,"""Hack Wilson's career was relatively short, much like his stature, but he packed a wallop in his prime."" - National Baseball Hall of Fame"
1930,←1929| 1930 Hitting Statistics League Leaders |1931→
1930,←1929| 1930 Pitching Statistics League Leaders |1931→
1930,1930 Team Standings |1927 World Series
1930,Hitting Statistics League Leaderboard
1930,Pitching Statistics League Leaderboard
1930,Did you know that the1930 St. Louis Cardinalswere the first team twentieth centurybaseball teamto score more than one-thousand runs during a single season?
1930,"The191 runs batted inbyHack Wilsonof the Chicago Cubs were so amazing, thatBaseball Almanacmade an entire research page for thatfabulous baseball feat."
1930,"The1930 New York Giantswere a remarkable team as well, setting a new National League record for highest batting average (.319) by a team during a single season."
1930,Where what happened yesterdayis being preserved today.
1930,"Copyright 1999-. All Rights Reserved by Baseball Almanac, Inc.Hosted byHosting 4 Less. Part of theBaseball AlmanacFamily"
1931,"Organized Crime icon Al Capone was finally convicted by a grand jury and sentenced to eleven years in prison for tax evasion. The American gangster had repeatedly escaped prosecution even after being implicated in multiple murders and had received numerous accolades from businessmen and politicians. His crime syndicate, which terrorized Chicago in the 1920s while controlling gambling and prostitution, was estimated by the federal Bureau of Internal Revenue to have taken in $105 million in 1927 alone."
1931,"""The Star-Spangled Banner"" was officially made the national anthem by Congress, although it already had been adopted as such by the U.S. Armed Forces. On Sept. 13, 1814, Francis Scott Key visited the British fleet in Chesapeake Bay to secure the release of Dr. William Beanes, who had been captured after the burning of Washington, DC. Key was forced to seek shelter onboard a ship overnight during the shelling of Fort McHenry in Baltimore. In the morning, he was so delighted to see the American flag still flying over the fort that he began a poem to commemorate the occasion."
1931,"The Major League record for catching fly balls was set during a June 29thdoubleheader between Detroit and Philadelphia. On the way to both 9-1 and 5-1 victories, the Tiger's outfielders boasted twenty-four putouts and the Athletics answered back with nineteen of their own for a two-team total of forty-three fly-outs in two games."
1931,"On July 7th, the St. Louis Browns and Chicago White Sox met for a twelve inning marathon in which not a single strikeout was recorded. The 10-8 decision still remains the longest game in Major League history not to record a single ""K""."
1931,Philadelphia Athletics ace Lefty Grove (25-2) recorded a 4-2 win over the Chicago White Sox on August 9thfor his sixteenth consecutive victory to tie an American League record originally set by Walter Johnson and Joe Wood in 1912.
1931,"Chicago Cubs player / manager, Rogers Hornsby, inserted himself into the line-up on April 24thand hit three consecutive home runs to beat the Pittsburgh Pirates 10-6 at Forbes Field. Hornsby went on to lead the Cubs into third place (while batting .331), but was eventually fired due to a lifelong compulsion with gambling that had landed him in debt."
1931,"Wally Berger, the Boston Braves centerfielder who had established two National League rookie records with thirty-eight home runs and one-hundred nineteen runs batted in during 1930, tied a modern mark for the outfield by recording four assists during a Socks Seibold 2-0 shutout over the Philadelphia Phillies on April 27th."
1931,Pittsburgh Pirates' outfielder Adam Comorosky proved that lightning could strike twice after making an unassisted double play on May 31stagainst the Chicago Cubs and another double player on June 13thagainst the New York Giants.
1931,"On February 15th, the New York Yankees' spring training facility in St. Petersburg, Florida was officially renamed ""Miller Huggins Field"" in honor of the team's late manager."
1931,"The Chicago White Sox and New York Giants met for the first major league night game (at Buffs Stadium, Houston Texas) on February 21st. Both teams combined to collect twenty-three hits during the ten-inning exhibition."
1931,"On April 2nd, a seventeen-year-old female named Jackie Mitchell from the Double A ""Chattanooga Lookouts"" took the mound against the mighty New York Yankees in a spring training exhibition. Mitchell, mainly a ""gate attraction"", boasted a single pitch, which was a wicked, dropping curve ball. The first two batters she faced from ""Murderers Row"" were Babe Ruth and Lou Gehrig. After seven pitches Mitchell fanned the ""Sultan of Swat"" AND the ""Iron Horse,"" back-to-back."
1931,"""I may not have been the greatest pitcher ever, but I was amongst 'em."" - Hall of Famer Dizzy Dean"
1931,Hitting Statistics League Leaderboard
1931,Pitching Statistics League Leaderboard
1931,Team Standings
1931,Hitting Statistics League Leaderboard
1931,Pitching Statistics League Leaderboard
